1,1.048214,1.101139,1.051408,1.122154,1.193562,1.336636,1.483858,1.46909,1.714019,2.002243,2.209392,2.106858,2.102828,2.248475,2.287671,2.341269,2.551934,2.626615,2.850901,3.325014,3.865473,3.93323,4.002937,3.737015,3.438564,3.653226,3.379284,4.120694,3.240427,3.520685,3.140238,2.694245,2.858853,2.911322,2.57467,2.796045,2.597968,2.428363,2.902333,3.172927,3.299585,3.679686,4.53898,4.028277,3.793126,3.831668,4.902731,5.316719,5.485817,5.374792,6.23881,6.781893,7.547648,8.438625,8.653309,9.734636,10.802396,11.160119,13.353847,15.369842,16.666978,16.197524,19.343588,21.802122,27.472467,30.837981,34.774377,34.600524,32.434793,37.240017
1,.872848,.95371,.91262,.848697,.721624,.679394,.662347,.790775,.833429,.887605,.91616,.991042,.894243,1.1125,1.138503,1.238112,1.221442,1.202323,1.161354,1.127156,1.28708,1.166281,1.210879,1.223817,1.370007,1.435614,1.58436,1.774484,1.993422,2.319013,2.510766,2.474557,2.918164,3.108579,3.463203,3.439874,4.022899,4.490985,4.513381,4.137016,3.677867,4.6316,4.649511,5.034296,5.553817,5.367976,5.048954,5.406439,5.788852,6.356394,6.918106,7.500741,7.778145,9.315024,9.498003,10.823445,13.990475,11.64305,11.293057,9.965428,11.790195,12.58514,11.454251,11.882792,13.393844,14.42809,15.897365,18.431695,17.492519,20.9102
1,1.066485,.992677,1.104716,.988446,1.055535,.846709,.885805,1.032274,1.007679,1.043642,1.051313,1.07367,1.205662,1.365801,1.392149,1.407241,1.334668,1.125387,1.317826,1.377155,1.376654,1.562428,1.624687,1.7,1.948437,2.177692,2.272673,2.351021,2.497185,2.634808,2.8128,2.679575,2.954815,3.639054,4.061787,3.354739,3.923976,4.001882,4.134311,5.012473,5.793209,6.184251,5.460157,6.333409,6.117449,5.787777,5.098504,5.716939,5.426082,5.79514,5.509407,6.267901,6.100637,6.311828,6.467683,7.025592,8.487724,7.283377,7.68789,8.467864,9.069274,9.881848,11.392156,11.842533,12.852198,15.067369,16.497736,15.006657,16.415883,18.406231
1,1.044844,1.264811,1.392348,1.223378,1.188785,1.321079,1.381193,1.512985,1.469398,1.546939,1.906943,2.393822,2.281929,2.717602,3.057746,3.297037,3.364311,3.383831,3.97804,4.083234,4.197185,4.100242,4.460691,4.348504,5.700007,6.380436,6.596968,6.935729,6.531223,7.005624,7.201055,9.280974,10.854756,11.75608,14.205023,15.943118,17.167081,18.667448,21.378102,23.029399,23.581392,22.518097,23.158561,26.611868,28.16813,33.355124,35.377745,39.848199,51.750368,54.447884,66.21433,79.051534,85.764449,89.721133,96.420466,107.468982,118.989997,104.42697,115.179396,135.424776,162.072332,163.719428,170.905477,180.463219,180.649095,172.267677,185.424161,187.298988,200.857572,222.582066
1,1.020767,1.114277,1.136573,1.178301,1.12551,1.064215,1.160532,1.057519,1.24053,1.308553,1.368559,1.553023,1.729568,1.708371,1.665625,1.61035,1.757244,1.894983,2.089644,1.829817,1.592294,1.6856,1.83259,1.776153,2.183632,2.389063,2.262307,2.251435,1.900815,1.925035,2.020307,1.864356,1.756948,2.002862,2.636327,2.829263,2.9537,3.033777,3.447838,3.285009,4.350936,4.662504,4.551817,5.080751,5.831148,6.276706,6.116104,6.061376,6.963061,7.546835,8.233959,7.822422,7.258081,9.023311,9.07984,7.350322,8.184197,9.411159,10.554023,13.645642,12.475273,15.320445,17.656338,16.871885,18.871601,22.535864,20.308465,22.30288,25.362535,31.459946
1,.967607,1.03736,1.039469,1.078289,1.119527,1.308968,1.344473,1.457509,1.248128,1.26287,1.158855,.817356,.894092,1.133167,1.156638,1.191692,1.277269,1.342534,1.403433,1.286445,1.106487,1.440827,1.589937,1.446564,1.57244,1.780415,1.567749,1.77685,1.958601,1.931844,2.445974,2.510366,2.554025,2.261282,2.243242,2.113484,1.904243,2.065418,2.502382,2.661129,2.433931,2.271755,2.451733,3.229667,3.735231,3.812024,3.672313,4.074221,5.064192,5.41681,5.139371,5.772918,6.189713,6.70914,7.199462,7.619344,8.665072,9.629279,9.862116,11.202583,10.704954,11.956655,13.897742,12.574197,13.910974,13.986163,15.313981,15.801487,13.914827,13.507869
1,1.17938,1.240659,1.07843,1.039317,1.170109,1.37543,1.047996,1.187863,1.215743,1.342741,1.007308,1.164904,1.309339,1.342945,1.57036,1.533384,2.080415,2.030118,2.010836,2.824195,3.535345,4.352426,4.200911,4.63284,5.408589,6.22378,5.856891,6.689822,7.048524,8.392605,9.265564,10.266905,10.932375,9.717777,10.590041,12.399248,10.56141,10.933811,11.781588,11.010233,11.968139,12.473794,14.253768,15.757322,14.532048,12.710358,11.303799,11.611427,12.161878,13.203603,12.641909,12.831334,13.460759,12.852582,12.820744,14.893168,15.327394,16.199834,16.603389,17.869332,18.299199,20.942717,17.89978,15.733915,21.295929,20.869936,20.789413,20.433204,22.717,21.685228
1,.829473,.890906,.952865,1.005634,.945497,1.014549,1.101433,1.32285,1.590037,1.698688,1.872511,2.008791,2.31455,2.513978,3.059733,2.692509,2.82694,2.872379,3.050606,2.996202,3.127281,2.949069,3.139477,3.570629,3.467504,3.745232,3.804851,3.901101,4.370127,4.747515,4.692958,4.993392,4.577306,5.600932,6.133476,6.071253,7.165065,7.358671,8.485487,8.937795,11.020192,12.709718,13.227013,14.041468,14.654891,15.383524,14.278643,14.787875,17.669139,14.039449,14.560944,15.601863,13.842605,16.276322,18.108673,17.099471,18.282629,18.930981,22.962278,22.257005,23.688055,25.447026,25.289562,24.304087,26.165796,30.359989,27.386042,24.331821,25.598361,33.69272
1,1.100459,1.274621,1.424836,1.376703,1.608875,1.761057,1.58537,1.976583,2.098429,2.426248,2.681599,2.671743,2.767168,3.311644,2.848773,3.822854,4.46989,4.498863,4.731633,5.02575,6.016247,5.658847,5.145592,5.360752,5.792935,6.431902,6.532012,6.38397,5.859438,6.320358,6.647948,8.075654,10.309672,10.32301,11.859991,13.340056,12.021053,13.745554,16.108053,17.122086,16.590426,18.39933,19.480797,20.803,22.052604,24.581622,24.011155,25.929993,36.354189,43.287416,44.252206,49.544981,51.311997,73.691541,76.730601,78.105185,72.391523,77.702927,85.431037,117.536401,106.490174,115.088987,124.489285,142.368478,149.137815,136.632733,135.430319,165.751258,162.04934,163.625941
1,1.010251,1.065332,1.186379,1.133613,1.167517,1.070474,1.252085,1.391642,1.40267,1.370225,1.661301,1.990896,1.862488,1.888339,2.157346,2.055,2.539718,3.026804,2.90568,3.14474,3.220533,3.376162,3.697383,4.316588,4.764063,4.748621,5.1717,5.586134,6.123701,6.171334,6.772789,8.304794,7.288548,7.579993,8.393221,8.408054,8.864991,9.480809,9.738711,11.552989,12.566777,13.865335,16.824388,19.335503,21.117903,24.112343,20.203346,22.068601,26.961948,29.987365,30.246035,34.588857,33.349562,33.788476,35.577127,39.119266,36.978369,41.927564,45.570197,46.714634,46.24285,42.072133,44.264723,45.054375,54.988082,68.5643,73.248209,85.93833,87.636759,95.758679
